	begindag	beginjaar	beginmaand	einddag	eindjaar	eindmaand	id	idcollege	idfunctie	idregent	lokaal	old_id	old_idcollege	old_idfunctie	old_idregent	opmerkingen	periode	provinciaal	regio	stand	vertegenwoordigend
1681	1.0	1658.0	5.0	25.0	1661.0	2.0	2555	11.0	15	823.0		divperioden_2555	divperioden_11	divperioden_15	divperioden_823	Vijfde ordinaris gedeputeerde. Beëindigd door overlijden.	1	1.0	13.0		0
1682	5.0	1681.0	5.0	30.0	1683.0	4.0	2557	31.0	14	831.0		divperioden_2557	divperioden_31	divperioden_14	divperioden_831		1		13.0		0
1683	3.0	1687.0	5.0	30.0	1689.0	4.0	2560	31.0	14	271.0		divperioden_2560	divperioden_31	divperioden_14	divperioden_271		1		13.0		0
1684	13.0	1689.0	2.0				2561	31.0	14	355.0		divperioden_2561	divperioden_31	divperioden_14	divperioden_355		1				0
1685	13.0	1689.0	2.0				2562	31.0	14	441.0		divperioden_2562	divperioden_31	divperioden_14	divperioden_441		1				0
1686	1.0	1728.0	5.0	11.0	1731.0	5.0	2563	31.0	14	288.0		divperioden_2563	divperioden_31	divperioden_14	divperioden_288		1		12.0		0
1687	17.0	1729.0	2.0	12.0	1731.0	2.0	2564	31.0	14	898.0		divperioden_2564	divperioden_31	divperioden_14	divperioden_898		1		11.0		0
1688	1.0	1723.0	5.0	15.0	1730.0	3.0	2565	31.0	14	268.0		divperioden_2565	divperioden_31	divperioden_14	divperioden_268	Aanvang: ingangsdatum. Beëindigd door overlijden.	1		13.0		0
1689	20.0	1730.0	3.0	11.0	1733.0	5.0	2566	31.0	14	390.0		divperioden_2566	divperioden_31	divperioden_14	divperioden_390	Einddatum afgeleid van aanvang als gecommitteerde in de Admiraliteit van Amsterdam; een opvolger werd pas in 1734 benoemd.	1		13.0		0
1690		1728.0		12.0	1731.0	2.0	2568	31.0	14	702.0		divperioden_2568	divperioden_31	divperioden_14	divperioden_702		1				0
1691	12.0	1731.0	5.0	31.0	1731.0	10.0	2569	31.0	14	547.0		divperioden_2569	divperioden_31	divperioden_14	divperioden_547		1		12.0		0
1692	6.0	1732.0	2.0	30.0	1733.0	4.0	2570	31.0	14	900.0		divperioden_2570	divperioden_31	divperioden_14	divperioden_900		1		12.0		0
1693	1.0	1733.0	5.0	30.0	1734.0	4.0	2571	31.0	14	551.0		divperioden_2571	divperioden_31	divperioden_14	divperioden_551		1		12.0		0
1694	12.0	1734.0	2.0	11.0	1737.0	2.0	2572	31.0	14	820.0		divperioden_2572	divperioden_31	divperioden_14	divperioden_820		1		10.0		0
1695	30.0	1734.0	3.0	4.0	1737.0	6.0	2573	31.0	14	901.0		divperioden_2573	divperioden_31	divperioden_14	divperioden_901		1		11.0		0
1696	1.0	1734.0	5.0	13.0	1737.0	5.0	2574	31.0	14	691.0		divperioden_2574	divperioden_31	divperioden_14	divperioden_691		1		12.0		0
1697	14.0	1737.0	5.0	25.0	1741.0	4.0	2575	31.0	14	339.0		divperioden_2575	divperioden_31	divperioden_14	divperioden_339		1		12.0		0
1698	5.0	1737.0	6.0	11.0	1740.0	2.0	2576	31.0	14	552.0		divperioden_2576	divperioden_31	divperioden_14	divperioden_552		1		11.0		0
1699	10.0	1737.0	8.0	12.0	1740.0	5.0	2577	31.0	14	691.0		divperioden_2577	divperioden_31	divperioden_14	divperioden_691		1		13.0		0
1700	22.0	1740.0	3.0		1743.0		2578	31.0	14	445.0		divperioden_2578	divperioden_31	divperioden_14	divperioden_445		1				0
1701		1740.0	2.0	20.0	1743.0	2.0	2579	31.0	14	557.0		divperioden_2579	divperioden_31	divperioden_14	divperioden_557		1		11.0		0
1702	26.0	1741.0	4.0	15.0	1743.0	5.0	2580	31.0	14	631.0		divperioden_2580	divperioden_31	divperioden_14	divperioden_631		1		12.0		0
1703	18.0	1741.0	5.0	20.0	1744.0	5.0	2581	31.0	14	902.0		divperioden_2581	divperioden_31	divperioden_14	divperioden_902		1		13.0		0
1704	13.0	1743.0	2.0	16.0	1746.0	2.0	2582	31.0	14	798.0		divperioden_2582	divperioden_31	divperioden_14	divperioden_798	Hoewel de ondertekening van de eed (Tresoar, archief Staten van Friesland 1580-1795, inv. nr. 2614, zie institutionele toelichting) afwijkt van die als lid van Gedeputeerde Staten van Friesland, en ibidem, inv. nr. 3168 alleen de voorletter geeft, is geen andere persoon bekend die in aanmerking komt voor bekleding van deze functie.	1		10.0		0
1705	21.0	1743.0	2.0	26.0	1746.0	5.0	2583	31.0	14	446.0		divperioden_2583	divperioden_31	divperioden_14	divperioden_446		1		11.0		0
1706	21.0	1744.0	5.0	12.0	1745.0	5.0	2585	31.0	14	904.0		divperioden_2585	divperioden_31	divperioden_14	divperioden_904		1		13.0		0
1707	13.0	1745.0	5.0	24.0	1746.0	5.0	2586	31.0	14	593.0		divperioden_2586	divperioden_31	divperioden_14	divperioden_593		1		13.0		0
1708	17.0	1746.0	2.0	13.0	1748.0	5.0	2587	31.0	14	905.0		divperioden_2587	divperioden_31	divperioden_14	divperioden_905		1		10.0		0
1709	25.0	1746.0	5.0	15.0	1749.0	2.0	2590	31.0	14	902.0		divperioden_2590	divperioden_31	divperioden_14	divperioden_902		1		13.0		0
1710	24.0	1746.0	5.0	14.0	1749.0	2.0	2591	31.0	14	557.0		divperioden_2591	divperioden_31	divperioden_14	divperioden_557		1		12.0		0
1711	27.0	1746.0	5.0	23.0	1749.0	2.0	2592	31.0	14	350.0		divperioden_2592	divperioden_31	divperioden_14	divperioden_350		1		11.0		0
1712	14.0	1748.0	5.0	23.0	1749.0	2.0	2593	31.0	14	443.0		divperioden_2593	divperioden_31	divperioden_14	divperioden_443		1		10.0		0
1713	24.0	1749.0	2.0	13.0	1752.0	2.0	2594	31.0	14	907.0		divperioden_2594	divperioden_31	divperioden_14	divperioden_907		1		10.0		0
1714	15.0	1749.0	2.0	12.0	1750.0	7.0	2595	31.0	14	905.0		divperioden_2595	divperioden_31	divperioden_14	divperioden_905	Beëindigd door overlijden.	1		12.0		0
1715	16.0	1749.0	2.0	30.0	1757.0	4.0	2596	31.0	14	335.0		divperioden_2596	divperioden_31	divperioden_14	divperioden_335		1		13.0		0
1716	12.0	1749.0	8.0				2597	31.0	14	224.0		divperioden_2597	divperioden_31	divperioden_14	divperioden_224		1				0
1717	22.0	1749.0	10.0				2598	31.0	14	908.0		divperioden_2598	divperioden_31	divperioden_14	divperioden_908		1				0
1718	24.0	1749.0	10.0	13.0	1752.0	2.0	2599	31.0	14	206.0		divperioden_2599	divperioden_31	divperioden_14	divperioden_206	Opgevolgd door Eysinga (diens voornaam niet bekend).	1				0
1719		1750.0	5.0		1752.0		2600	31.0	14	224.0		divperioden_2600	divperioden_31	divperioden_14	divperioden_224		1				0
1720	14.0	1752.0	2.0	23.0	1755.0	2.0	2602	31.0	14	910.0		divperioden_2602	divperioden_31	divperioden_14	divperioden_910		1		10.0		0
1721	19.0	1752.0	2.0	12.0	1755.0	2.0	2603	31.0	14	369.0		divperioden_2603	divperioden_31	divperioden_14	divperioden_369		1		11.0		0
1722	13.0	1755.0	2.0	12.0	1758.0	2.0	2604	31.0	14	777.0		divperioden_2604	divperioden_31	divperioden_14	divperioden_777		1		11.0		0
1723	24.0	1755.0	2.0	9.0	1758.0	5.0	2605	31.0	14	422.0		divperioden_2605	divperioden_31	divperioden_14	divperioden_422	Einddatum: laatste vergadering.	1		10.0		0
1724	12.0	1758.0	5.0	11.0	1761.0	2.0	2606	31.0	14	399.0		divperioden_2606	divperioden_31	divperioden_14	divperioden_399	Aanvangsdatum: dag waarop hij de zetel namens het kwartier Zevenwolden verruilt voor die van Oostergo.	1		10.0		0
1725	13.0	1758.0	2.0	18.0	1761.0	2.0	2607	31.0	14	798.0		divperioden_2607	divperioden_31	divperioden_14	divperioden_798		1		11.0		0
1726	12.0	1758.0	5.0	21.0	1760.0	4.0	2608	31.0	14	600.0		divperioden_2608	divperioden_31	divperioden_14	divperioden_600		1		12.0		0
1727	30.0	1759.0	5.0	21.0	1760.0	5.0	2609	31.0	14	465.0		divperioden_2609	divperioden_31	divperioden_14	divperioden_465		1		13.0		0
1728	22.0	1760.0	5.0	5.0	1761.0	5.0	2610	31.0	14	768.0		divperioden_2610	divperioden_31	divperioden_14	divperioden_768		1		13.0		0
1729	12.0	1761.0	2.0	20.0	1764.0	2.0	2611	31.0	14	702.0		divperioden_2611	divperioden_31	divperioden_14	divperioden_702		1		10.0		0
1730	19.0	1761.0	2.0	20.0	1764.0	2.0	2612	31.0	14	783.0		divperioden_2612	divperioden_31	divperioden_14	divperioden_783		1		11.0		0
1731	18.0	1763.0	5.0	28.0	1763.0	11.0	2613	31.0	14	224.0		divperioden_2613	divperioden_31	divperioden_14	divperioden_224	Beëindiging wegens benoeming tot raadsheer in het Hof van Friesland.	1		13.0		0
1732	29.0	1763.0	11.0	20.0	1770.0	6.0	2614	31.0	14	465.0		divperioden_2614	divperioden_31	divperioden_14	divperioden_465	Aanvangsdatum: eerste presentie.	1		13.0		0
1733	21.0	1764.0	2.0	25.0	1764.0	6.0	2615	31.0	14	432.0		divperioden_2615	divperioden_31	divperioden_14	divperioden_432	Aanvangsdatum: eerste presentie. Beëindigd door overlijden. De overlap met de functie van gecommitteerde in de Admiraliteit in Friesland is vooralsnog niet verklaarbaar.	1		10.0		0
1734	21.0	1764.0	2.0	13.0	1766.0	2.0	2616	31.0	14	911.0		divperioden_2616	divperioden_31	divperioden_14	divperioden_911	Aanvangsdatum: eerste vermelding.	1		11.0		0
1735	14.0	1766.0	2.0	16.0	1767.0	2.0	2617	31.0	14	912.0		divperioden_2617	divperioden_31	divperioden_14	divperioden_912		1		11.0		0
1736	12.0	1767.0	2.0	11.0	1770.0	2.0	2618	31.0	14	468.0		divperioden_2618	divperioden_31	divperioden_14	divperioden_468		1		10.0		0
1737	17.0	1767.0	2.0	14.0	1770.0	2.0	2619	31.0	14	913.0		divperioden_2619	divperioden_31	divperioden_14	divperioden_913		1		11.0		0
1738	27.0	1768.0	5.0	25.0	1770.0	4.0	2620	31.0	14	853.0		divperioden_2620	divperioden_31	divperioden_14	divperioden_853	Onzeker bij deze persoon; alleen voorletter en geslachtsnaam bekend.	1		12.0		0
1739	12.0	1770.0	2.0	11.0	1773.0	2.0	2621	31.0	14	704.0		divperioden_2621	divperioden_31	divperioden_14	divperioden_704		1		10.0		0
1740	15.0	1770.0	2.0	14.0	1773.0	2.0	2622	31.0	14	914.0		divperioden_2622	divperioden_31	divperioden_14	divperioden_914		1		11.0		0
1741	21.0	1770.0	6.0	11.0	1772.0	5.0	2624	31.0	14	468.0		divperioden_2624	divperioden_31	divperioden_14	divperioden_468		1		13.0		0
1742	8.0	1771.0	8.0	6.0	1773.0	5.0	2625	31.0	14	486.0		divperioden_2625	divperioden_31	divperioden_14	divperioden_486		1		12.0		0
1743	12.0	1772.0	5.0		1777.0		2626	31.0	14	449.0		divperioden_2626	divperioden_31	divperioden_14	divperioden_449	Eindjaar mogelijk 1776.	1		13.0		0
1744	12.0	1773.0	2.0	11.0	1776.0	2.0	2627	31.0	14	444.0		divperioden_2627	divperioden_31	divperioden_14	divperioden_444		1		10.0		0
1745	15.0	1773.0	2.0	7.0	1777.0	2.0	2628	31.0	14	394.0		divperioden_2628	divperioden_31	divperioden_14	divperioden_394		1		11.0		0
1746	7.0	1773.0	5.0	11.0	1776.0	2.0	2629	31.0	14	704.0		divperioden_2629	divperioden_31	divperioden_14	divperioden_704		1		12.0		0
1747	12.0	1776.0	2.0	11.0	1779.0	2.0	2630	31.0	14	707.0		divperioden_2630	divperioden_31	divperioden_14	divperioden_707		1		10.0		0
1748	11.0	1776.0	5.0	11.0	1779.0	2.0	2631	31.0	14	571.0		divperioden_2631	divperioden_31	divperioden_14	divperioden_571		1		12.0		0
1749	12.0	1779.0	2.0	11.0	1782.0	2.0	2633	31.0	14	321.0		divperioden_2633	divperioden_31	divperioden_14	divperioden_321		1		10.0		0
1750	12.0	1779.0	2.0	11.0	1782.0	2.0	2634	31.0	14	915.0		divperioden_2634	divperioden_31	divperioden_14	divperioden_915		1		11.0		0
1751	12.0	1779.0	2.0	12.0	1782.0	5.0	2635	31.0	14	916.0		divperioden_2635	divperioden_31	divperioden_14	divperioden_916		1		12.0		0
1752	12.0	1782.0	2.0	19.0	1785.0	2.0	2636	31.0	14	917.0		divperioden_2636	divperioden_31	divperioden_14	divperioden_917	Einddatum: afscheid van vergadering.	1		11.0		0
1753	12.0	1782.0	2.0	11.0	1788.0	2.0	2637	31.0	14	704.0		divperioden_2637	divperioden_31	divperioden_14	divperioden_704		1		10.0		0
1754	13.0	1782.0	5.0	16.0	1784.0	2.0	2638	31.0	14	324.0		divperioden_2638	divperioden_31	divperioden_14	divperioden_324	Onzeker bij deze persoon; alleen voorletter en geslachtsnaam bekend.	1		12.0		0
1755	14.0	1636.0	9.0				2639	31.0	14	918.0		divperioden_2639	divperioden_31	divperioden_14	divperioden_918		1				0
1756		1636.0					2640	31.0	14	675.0		divperioden_2640	divperioden_31	divperioden_14	divperioden_675		1				0
1757		1637.0					2641	31.0	14	343.0		divperioden_2641	divperioden_31	divperioden_14	divperioden_343	Aanvangsjaar mogelijk 1636.	1				0
1758		1637.0					2642	31.0	14	648.0		divperioden_2642	divperioden_31	divperioden_14	divperioden_648	Aanvangsjaar mogelijk 1636.	1				0
1759		1638.0					2643	31.0	14	919.0		divperioden_2643	divperioden_31	divperioden_14	divperioden_919	Aanvangsjaar onzeker; tussen 1637-1640.	1				0
1760		1638.0					2644	31.0	14	920.0		divperioden_2644	divperioden_31	divperioden_14	divperioden_920	Aanvangsjaar onzeker; tussen 1637-1640.	1				0
1761		1639.0					2645	31.0	14	464.0		divperioden_2645	divperioden_31	divperioden_14	divperioden_464	Aanvangsjaar onzeker; tussen 1637 en 1640.	1				0
1762		1640.0					2646	31.0	14	921.0		divperioden_2646	divperioden_31	divperioden_14	divperioden_921		1				0
1763	1.0	1649.0	5.0	30.0	1651.0	4.0	2648	31.0	14	637.0		divperioden_2648	divperioden_31	divperioden_14	divperioden_637	Aanvang: ingangsdatum.	1		13.0		0
1764	1.0	1651.0	5.0	30.0	1655.0	4.0	2649	31.0	14	655.0		divperioden_2649	divperioden_31	divperioden_14	divperioden_655	Aanvang: ingangsdatum.	1		13.0		0
1765	1.0	1655.0	5.0	30.0	1657.0	4.0	2650	31.0	14	343.0		divperioden_2650	divperioden_31	divperioden_14	divperioden_343	Aanvang: ingangsdatum. Beëindiging mogelijk eerder door overlijden.	1		13.0		0
1766	1.0	1657.0	5.0	30.0	1659.0	4.0	2651	31.0	14	342.0		divperioden_2651	divperioden_31	divperioden_14	divperioden_342	Aanvang: ingangsdatum.	1		13.0		0
1767	2.0	1659.0	5.0	30.0	1661.0	4.0	2652	31.0	14	819.0		divperioden_2652	divperioden_31	divperioden_14	divperioden_819		1		13.0		0
1768	1.0	1661.0	5.0	30.0	1663.0	4.0	2653	31.0	14	922.0		divperioden_2653	divperioden_31	divperioden_14	divperioden_922	Aanvang: ingangsdatum.	1		13.0		0
1769	5.0	1665.0	5.0	30.0	1667.0	4.0	2654	31.0	14	416.0		divperioden_2654	divperioden_31	divperioden_14	divperioden_416	Beëindiging mogelijk eerder door overlijden.	1		13.0		0
1770		1668.0			1668.0		2656	31.0	14	923.0		divperioden_2656	divperioden_31	divperioden_14	divperioden_923	Beëindigd door overlijden vóór 28 mei.	1		13.0		0
1771	28.0	1668.0	5.0	30.0	1669.0	4.0	2657	31.0	14	924.0		divperioden_2657	divperioden_31	divperioden_14	divperioden_924	Beëindiging mogelijk eerder door overlijden.	1		13.0		0
1772	1.0	1669.0	5.0	30.0	1671.0	4.0	2658	31.0	14	464.0		divperioden_2658	divperioden_31	divperioden_14	divperioden_464	Aanvang: ingangsdatum. Beëindiging mogelijk eerder door overlijden.	1		13.0		0
1773	1.0	1671.0	5.0	30.0	1673.0	4.0	2659	31.0	14	466.0		divperioden_2659	divperioden_31	divperioden_14	divperioden_466	Aanvang: ingangsdatum. Niet geheel zeker bij deze persoon, alleen voorletter en achternaam bekend.	1		13.0		0
1774		1675.0		29.0	1676.0	6.0	2661	31.0	14	926.0		divperioden_2661	divperioden_31	divperioden_14	divperioden_926	Beëindigd door overlijden.	1		13.0		0
1775	1.0	1675.0	5.0		1675.0		2662	31.0	14	804.0		divperioden_2662	divperioden_31	divperioden_14	divperioden_804	Aanvang: ingangsdatum. Bekleding door deze persoon is onzeker, omdat alleen de voorletter en de geslachtsnaam bekend is.	1		13.0		0
1776	1.0	1677.0	5.0		1678.0		2663	31.0	14	922.0		divperioden_2663	divperioden_31	divperioden_14	divperioden_922	Aanvang: ingangsdatum. Beëindigd door overlijden vóór 10 oktober.	1		13.0		0
1777	10.0	1678.0	10.0	30.0	1679.0	4.0	2664	31.0	14	927.0		divperioden_2664	divperioden_31	divperioden_14	divperioden_927	Aanvangsdatum: benoeming door de stadhouder.	1		13.0		0
1778	1.0	1679.0	5.0	4.0	1681.0	5.0	2666	31.0	14	341.0		divperioden_2666	divperioden_31	divperioden_14	divperioden_341	Aanvang: ingangsdatum.	1		13.0		0
1779	1.0	1683.0	5.0	30.0	1685.0	4.0	2668	31.0	14	930.0		divperioden_2668	divperioden_31	divperioden_14	divperioden_930	Aanvang: ingangsdatum.	1		13.0		0
1780	1.0	1685.0	5.0	2.0	1687.0	5.0	2669	31.0	14	931.0		divperioden_2669	divperioden_31	divperioden_14	divperioden_931	Aanvang: ingangsdatum. Beëindiging mogelijk eerder door overlijden.	1		13.0		0
1781	1.0	1689.0	5.0	30.0	1691.0	4.0	2670	31.0	14	372.0		divperioden_2670	divperioden_31	divperioden_14	divperioden_372	Aanvang: ingangsdatum.	1		13.0		0
1782	1.0	1693.0	5.0	30.0	1695.0	4.0	2671	31.0	14	932.0		divperioden_2671	divperioden_31	divperioden_14	divperioden_932	Aanvang: ingangsdatum.	1		13.0		0
1783	1.0	1695.0	5.0	30.0	1697.0	4.0	2673	31.0	14	933.0	31.0	divperioden_2673	divperioden_31	divperioden_14	divperioden_933	Aanvang: ingangsdatum.	1		13.0		0
1784	1.0	1697.0	5.0	30.0	1699.0	4.0	2674	31.0	14	932.0		divperioden_2674	divperioden_31	divperioden_14	divperioden_932	Aanvang: ingangsdatum. Beëindiging mogelijk eerder door overlijden.	1		13.0		0
1785	1.0	1699.0	5.0	30.0	1702.0	4.0	2676	31.0	14	467.0		divperioden_2676	divperioden_31	divperioden_14	divperioden_467	Aanvang: ingangsdatum.	1		13.0		0
1786	1.0	1702.0	5.0	30.0	1703.0	4.0	2678	31.0	14	936.0		divperioden_2678	divperioden_31	divperioden_14	divperioden_936	Aanvang: ingangsdatum. Onzeker bij deze persoon, omdat Tresoar, stadhouderlijk archief, inv. nr. 361 (zie institutionele toelichting) initiaal 'S.' geeft. In deze periode is echter Otto de enige Van Simonides in de vroedschap van Leeuwarden.	1		13.0		0
1787	1.0	1703.0	5.0	30.0	1711.0	4.0	2680	31.0	14	721.0		divperioden_2680	divperioden_31	divperioden_14	divperioden_721	Aanvang: ingangsdatum.	1		13.0		0
1788	1.0	1712.0	5.0	30.0	1715.0	4.0	2684	31.0	14	268.0		divperioden_2684	divperioden_31	divperioden_14	divperioden_268	Aanvang: ingangsdatum.	1		13.0		0
1789	7.0	1715.0	9.0	30.0	1717.0	4.0	2685	31.0	14	390.0		divperioden_2685	divperioden_31	divperioden_14	divperioden_390	Aanvangsdatum: benoeming door de stadhouder van Friesland.	1		13.0		0
1790	1.0	1717.0	5.0	30.0	1718.0	4.0	2686	31.0	14	412.0		divperioden_2686	divperioden_31	divperioden_14	divperioden_412	Aanvang: ingangsdatum.	1		13.0		0
1791	1.0	1718.0	5.0	30.0	1719.0	4.0	2687	31.0	14	390.0		divperioden_2687	divperioden_31	divperioden_14	divperioden_390	Aanvang: ingangsdatum.	1		13.0		0
1792	1.0	1719.0	5.0	30.0	1721.0	4.0	2688	31.0	14	833.0		divperioden_2688	divperioden_31	divperioden_14	divperioden_833	Aanvang: ingangsdatum.	1		13.0		0
1793	1.0	1721.0	5.0	30.0	1723.0	4.0	2689	31.0	14	937.0		divperioden_2689	divperioden_31	divperioden_14	divperioden_937	Aanvang: ingangsdatum.	1		13.0		0
1794		1641.0					2691	31.0	14	938.0		divperioden_2691	divperioden_31	divperioden_14	divperioden_938	Alleen achternaam bekend; is blijkens ondertekening van de eed niet identiek met de in deze database genoemde Benedictus Teyens.	1				0
1795		1641.0					2692	31.0	14	823.0		divperioden_2692	divperioden_31	divperioden_14	divperioden_823	Aanvangsjaar onzeker; mogelijk 1642.	1				0
1796		1644.0			1645.0		2693	31.0	14	283.0		divperioden_2693	divperioden_31	divperioden_14	divperioden_283		1				0
1797	12.0	1645.0	2.0				2694	31.0	14	939.0		divperioden_2694	divperioden_31	divperioden_14	divperioden_939		1				0
1798		1645.0					2695	31.0	14	464.0		divperioden_2695	divperioden_31	divperioden_14	divperioden_464		1				0
1799		1645.0					2696	31.0	14	522.0		divperioden_2696	divperioden_31	divperioden_14	divperioden_522	Onzeker bij deze persoon. Aanvangsjaar mogelijk 1646.	1				0
1800		1646.0					2697	31.0	14	940.0		divperioden_2697	divperioden_31	divperioden_14	divperioden_940	Aanvangsjaar onzeker; tussen 1645 en 1647.	1				0
1801		1647.0					2698	31.0	14	941.0		divperioden_2698	divperioden_31	divperioden_14	divperioden_941		1				0
1802		1647.0					2699	31.0	14	942.0		divperioden_2699	divperioden_31	divperioden_14	divperioden_942	Aanvangsjaar onzeker; tussen 1647 en 1659, maar dichter bij 1647.	1				0
1803		1667.0					2700	31.0	14	943.0		divperioden_2700	divperioden_31	divperioden_14	divperioden_943		1				0
1804		1650.0					2701	31.0	14	943.0		divperioden_2701	divperioden_31	divperioden_14	divperioden_943		1				0
1805	1.0	1650.0	5.0				2702	31.0	14	944.0		divperioden_2702	divperioden_31	divperioden_14	divperioden_944		1				0
1806		1647.0					2703	31.0	14	945.0		divperioden_2703	divperioden_31	divperioden_14	divperioden_945	Aanvangsjaar onzeker; tussen 1645 en 1647.	1				0
1807		1651.0					2704	31.0	14	283.0		divperioden_2704	divperioden_31	divperioden_14	divperioden_283		1				0
1808		1651.0					2705	31.0	14	946.0		divperioden_2705	divperioden_31	divperioden_14	divperioden_946	Aanvangsjaar mogelijk 1650.	1				0
1809		1653.0					2706	31.0	14	947.0		divperioden_2706	divperioden_31	divperioden_14	divperioden_947		1				0
1810		1653.0					2707	31.0	14	756.0		divperioden_2707	divperioden_31	divperioden_14	divperioden_756	Aanvangsjaar onzeker; tussen 1653 en 1656.	1				0
1811	9.0	1656.0	2.0				2708	31.0	14	437.0		divperioden_2708	divperioden_31	divperioden_14	divperioden_437		1				0
1812	8.0	1656.0	2.0				2709	31.0	14	718.0		divperioden_2709	divperioden_31	divperioden_14	divperioden_718		1				0
1813		1660.0					2710	31.0	14	948.0		divperioden_2710	divperioden_31	divperioden_14	divperioden_948	Aanvangsjaar onzeker; tussen 1659 en 1663.	1				0
1814		1662.0					2711	31.0	14	949.0		divperioden_2711	divperioden_31	divperioden_14	divperioden_949	Bekleding door deze persoon is onzeker, omdat alleen de voorletter en de geslachtsnaam bekend is. In M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel 2 dln. (Leeuwarden 1846) zijn echter geen andere gegadigden aangetroffen. Aanvangsjaar onzeker; tussen 1659 en 1663.	1				0
1815		1664.0					2712	31.0	14	437.0		divperioden_2712	divperioden_31	divperioden_14	divperioden_437	Aanvangsjaar onzeker; tussen 1663 en 1665.	1				0
1816		1668.0					2713	31.0	14	340.0		divperioden_2713	divperioden_31	divperioden_14	divperioden_340		1				0
1817	13.0	1683.0	5.0	29.0	1686.0	4.0	2715	45.0	14	892.0		divperioden_2715	divperioden_45	divperioden_14	divperioden_892		1	1.0			0
1818		1668.0					2716	31.0	14	950.0		divperioden_2716	divperioden_31	divperioden_14	divperioden_950		1				0
1819		1670.0					2718	31.0	14	952.0		divperioden_2718	divperioden_31	divperioden_14	divperioden_952	Aanvangsjaar onzeker; tussen 1669 en 1671.	1				0
1820		1671.0					2719	31.0	14	287.0		divperioden_2719	divperioden_31	divperioden_14	divperioden_287		1				0
1821		1670.0					2720	31.0	14	953.0		divperioden_2720	divperioden_31	divperioden_14	divperioden_953	Aanvangsjaar onzeker; tussen 1669 en 1671.	1				0
1822		1671.0					2721	31.0	14	950.0		divperioden_2721	divperioden_31	divperioden_14	divperioden_950		1				0
1823		1671.0					2722	31.0	14	629.0		divperioden_2722	divperioden_31	divperioden_14	divperioden_629	Aanvangsjaar mogelijk 1672.	1				0
1824		1672.0					2723	31.0	14	954.0		divperioden_2723	divperioden_31	divperioden_14	divperioden_954		1				0
1825	2.0	1673.0	5.0				2724	31.0	14	442.0		divperioden_2724	divperioden_31	divperioden_14	divperioden_442		1				0
1826		1673.0					2725	31.0	14	955.0		divperioden_2725	divperioden_31	divperioden_14	divperioden_955	Bekleding door deze persoon is onzeker, omdat alleen de voorletter en de geslachtsnaam bekend is. In M. de Haan Hettema en A. van Halmael, Stamboek van den Frieschen, vroegeren en lateren, adel 2 dln. (Leeuwarden 1846) zijn echter geen andere gegadigden aangetroffen.	1				0
1827		1673.0					2726	31.0	14	956.0		divperioden_2726	divperioden_31	divperioden_14	divperioden_956		1				0
1828		1673.0					2727	31.0	14	404.0		divperioden_2727	divperioden_31	divperioden_14	divperioden_404		1				0
1829	5.0	1625.0	5.0		1627.0		2728	6.0	14	957.0		divperioden_2728	divperioden_6	divperioden_14	divperioden_957		1	1.0	12.0		0
1830	4.0	1627.0	8.0		1635.0		2729	5.0	29	957.0	29.0	divperioden_2729	divperioden_5	divperioden_29	divperioden_957	Beëindiging mogelijk eerder door overlijden.	1		12.0		0
1831		1673.0					2731	31.0	14	641.0		divperioden_2731	divperioden_31	divperioden_14	divperioden_641	Aanvangsjaar mogelijk 1674.	1				0
1832		1674.0					2732	31.0	14	930.0		divperioden_2732	divperioden_31	divperioden_14	divperioden_930		1				0
1833		1674.0					2733	31.0	14	453.0		divperioden_2733	divperioden_31	divperioden_14	divperioden_453		1				0
1834		1677.0					2734	31.0	14	790.0		divperioden_2734	divperioden_31	divperioden_14	divperioden_790	Aanvangsjaar mogelijk 1678. Kwartier onzeker.	1		11.0		0
1835		1678.0					2737	31.0	14	617.0		divperioden_2737	divperioden_31	divperioden_14	divperioden_617		1				0
1836		1683.0					2738	31.0	14	434.0		divperioden_2738	divperioden_31	divperioden_14	divperioden_434	Aanvangsjaar onzeker; tussen 1680 en 1683.	1				0
1837		1683.0			1684.0		2739	31.0	14	462.0		divperioden_2739	divperioden_31	divperioden_14	divperioden_462		1				0
1838		1684.0					2741	31.0	14	488.0		divperioden_2741	divperioden_31	divperioden_14	divperioden_488	Aanvangsjaar onzeker; tussen 1683 en 1685.	1				0
1839		1687.0					2743	31.0	14	641.0		divperioden_2743	divperioden_31	divperioden_14	divperioden_641		1				0
1840		1691.0					2746	31.0	14	809.0		divperioden_2746	divperioden_31	divperioden_14	divperioden_809		1				0
1841		1692.0					2747	31.0	14	892.0		divperioden_2747	divperioden_31	divperioden_14	divperioden_892		1				0
1842		1696.0					2748	31.0	14	960.0		divperioden_2748	divperioden_31	divperioden_14	divperioden_960	Aanvangsjaar onzeker; tussen 1692 en 1699.	1				0
1843		1694.0					2749	31.0	14	552.0		divperioden_2749	divperioden_31	divperioden_14	divperioden_552	Aanvangsjaar onzeker; tussen 1692 en 1698.	1				0
1844		1695.0					2750	31.0	14	338.0		divperioden_2750	divperioden_31	divperioden_14	divperioden_338	Aanvangsjaar onzeker; tussen 1692 en 1699.	1				0
